Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
CHIT,CHERUBIM INTERESTS INC,OTC Pink Current,0.000100,8.806800,5430000,Common Stock,USA,Texas
ASKE,ALASKA PACIFIC ENERGY,OTC Pink Current,0.000100,111.778300,1000000,Common Stock,USA,Florida
MYLI,MUSIC OF YOUR LIFE INC,OTC Pink Current,0.000100,100.842700,1000000,Common Stock,USA,Nevada
DRNK,NOHO INC,OTC Pink Current,0.000100,3.171400,1500000,Common Stock,USA,Arizona
PKGM,POCKET GAMES INC,OTC Pink Current,0.000100,18.317400,8219800,Common Stock,USA,New York
WNBD,WINNING BRANDS CORP,OTC Pink Limited,0.000100,28.517900,31860122,Common Stock,Canada,Ontario
EEGI,ELINE ENTMT GROUP INC,OTC Pink Limited,0.000100,6.731500,1000000,Common Stock,USA,Arizona
FWDG,FUTUREWORLD CORP,OTC Pink Limited,0.000100,24.385000,45364971,Common Stock,USA,Florida
FDFT,FOODFEST INTL 2000 INC,OTC Pink Limited,0.000100,20.922400,890000,Common Stock,USA,California
UNGS,SYLIOS CORP,OTC Pink Limited,0.000100,18.648700,2406700,Common Stock,USA,Florida
IHSI,INTELLIGENT HIGHWAY SOLU,OTC Pink Limited,0.000100,147.585100,662124797,Common Stock,USA,California
EKWX,EKWAN-X INC,OTC Pink No Information,0.000100,211.185800,4750000,Common Stock,Canada,Ontario
CPOW,CLEAN POWER CONCEPTS INC,OTC Pink No Information,0.000100,197.178300,7003800,Common Stock,Canada,Alberta
KALO,KALLO INC,OTC Pink No Information,0.000100,9.949400,10000000,Common Stock,Canada,Ontario
DRGV,DRAGON CAPITAL GROUP CORP,OTC Pink No Information,0.000100,11.922900,10000000,Common Stock,China,
NEWLF,NEWLEAD HLDGS LTD NEW,OTC Pink No Information,0.000100,71.801300,22929989,Common Stock,Greece,
PSWS,PURESAFE WATER SYS INC,OTC Pink No Information,0.000100,193.785100,2000000,Common Stock,USA,New York
MDCN,MEDICAN ENTERPRISES INC,OTC Pink No Information,0.000100,12.304400,2010800,Common Stock,USA,Nevada
GRDO,GUARD DOG INC A,OTC Pink No Information,0.000100,58.248600,150000,Common Stock,USA,Florida
PVSP,PERVASIP CORP NEW,OTC Pink No Information,0.000100,44.300600,12017097,Common Stock,USA,New York
FFFC,FASTFUNDS FINCL CORP,OTC Pink No Information,0.000100,11.895000,999999,Common Stock,USA,Florida
NRTI,INERGETICS INC,OTC Pink No Information,0.000100,7.964600,948888,Common Stock,USA,New Jersey
SPRV,SUPURVA HEALTHCARE GRP,OTC Pink No Information,0.000100,1.390500,500000,Common Stock,USA,California
FOYJ,FOY JOHNSTON INC,OTC Pink No Information,0.000100,144.689400,2000000,Common Stock,USA,Nevada
GVSI,GOOD VIBRATIONS SHOES INC,OTC Pink No Information,0.000100,347.979800,1854347,Common Stock,USA,Florida
PDMI,PARADIGM MED INDUS INC,OTC Pink No Information,0.000100,13.506500,5100000,Common Stock,USA,Utah
GRLF,GREEN LEAF INNOVATNS INC,OTC Pink No Information,0.000100,403.233600,45939302,Common Stock,USA,Georgia
DGRI,DUTCH GOLD RESOURCES INC,OTC Pink No Information,0.000100,88.448500,16480000,Common Stock,USA,Georgia
NEOM,NEOMEDIA TECHS INC,OTC Pink No Information,0.000100,44.726600,2393200,Common Stock,USA,Colorado
ENTI,ENCOUNTER TECHS INC,OTC Pink No Information,0.000100,117.665700,884895,Common Stock,USA,Nevada
VMGI,VERDE MEDIA GROUP INC,OTC Pink No Information,0.000100,1.647800,2500000,Common Stock,USA,Colorado
XDSL,MPHASE TECHS INC,OTC Pink No Information,0.000100,34.440100,300000,Common Stock,USA,New Jersey
CFGX,CAPITAL FINCL GLOBAL INC,OTC Pink No Information,0.000100,14.689200,5000000,Common Stock,USA,Utah
HHGI,HAWAIIAN HOSPITALITY GRP,OTC Pink No Information,0.000100,796.243700,206450,Common Stock,USA,Hawaii
NGBL,NOTIS GLOBAL INC,OTC Pink No Information,0.000100,47.034300,6632000,Common Stock,USA,California
BYSD,BAYSIDE CORP,OTC Pink No Information,0.000100,2.027000,2350000,Common Stock,USA,Texas
MSPC,METROSPACES INC,OTC Pink No Information,0.000100,88.873400,19200000,Common Stock,USA,Florida
LATF,LATTENO FOOD CORP,OTC Pink No Information,0.000100,72.144600,1500000,Common Stock,USA,Colorado
ECCI,ECOLOCLEAN INDUSTRIES INC,OTC Pink No Information,0.000100,104.526500,1250000,Common Stock,USA,Texas
QOIL,QUEST OIL CORP,OTC Pink No Information,0.000100,27.572200,300000,Common Stock,USA,Texas
SEEK,THEDIRECTORY.COM INC,OTC Pink No Information,0.000100,442.896200,10500000,Common Stock,USA,Florida
RIGH,RIGHTSMILE INC,OTC Pink No Information,0.000100,62.351600,120000,Common Stock,USA,California
COWI,COROWARE INC,OTC Pink No Information,0.000100,4.885700,500000,Common Stock,USA,Washington
VOIS,MIND SOLUTIONS INC,OTC Pink No Information,0.000100,189.139200,61902080,Common Stock,USA,California
GGII,GREEN GLOBE INTL INC NEW,OTC Pink No Information,0.000100,882.084400,10469568,Common Stock,USA,California
GNCP,GNCC CAPITAL INC,OTC Pink No Information,0.000100,374.241300,10000000,Common Stock,USA,California
OCFN,OMEGA COMMERCIAL FIN CRP,OTC Pink No Information,0.000100,36.739300,2000000,Common Stock,USA,Florida
ARNH,AUTOMOTIVE RES NTWRK INC,OTC Pink No Information,0.000100,256.997600,11100000,Common Stock,USA,Florida
WLSI,WELLSTAR INTL INC,OTC Pink No Information,0.000100,45.807300,1100000,Common Stock,USA,Ohio
ECOS,ECOLOCAP SOLUTIONS,OTC Pink No Information,0.000100,85.257400,11010000,Common Stock,USA,Illinois
TAGG,TAGLIKEME CORP,OTC Pink No Information,0.000100,332.731800,500000,Common Stock,USA,Louisiana
CLNP,CLEANPATH RES CORP,OTC Pink No Information,0.000100,173.568700,715000,Common Stock,USA,Nevada
MWWC,MARKETING WRLDWD CORP,OTC Pink No Information,0.000100,324.284600,7847644,Common Stock,USA,Michigan
SLNX,SOLANBRIDGE GROUP INC,OTC Pink No Information,0.000100,33.489700,11123000,Common Stock,USA,Texas
ELCR,ELECTRIC CAR CO INC,OTC Pink No Information,0.000100,17.008300,600000,Common Stock,USA,Missouri
HFCO,HYDROGEN FUTURE CORP,OTC Pink No Information,0.000100,45.875100,100000,Common Stock,USA,Texas
REDG,RED GIANT ENTMT INC,OTC Pink No Information,0.000100,3.938700,583000,Common Stock,USA,Florida
HCTI,HYBRID COATING TECH INC,OTC Pink No Information,0.000100,13.352700,24610000,Common Stock,USA,California
ILIV,INTELLIGENT LVNG AMER INC,OTC Pink No Information,0.000100,826.259800,17441488,Common Stock,USA,Florida
GRAS,GREENFIELD FARMS FOOD,OTC Pink No Information,0.000100,168.362300,1010000,Common Stock,USA,Florida
ENIP,ENDEAVOR IP INC,OTC Pink No Information,0.000100,413.589500,3000000,Common Stock,USA,New York
AHFD,ACTIVE HEALTH FOODS INC,OTC Pink No Information,0.000100,94.033800,26699500,Common Stock,USA,California
TBEV,HIGH PERFORM BEV CO,OTC Pink No Information,0.000100,11.772800,2000000,Common Stock,USA,Arizona
EHOS,EHOUSE GLOBAL INC,OTC Pink No Information,0.000100,9.146200,3500000,Common Stock,USA,California
BLUU,BLUE WATER GLOBAL GRP INC,OTC Pink No Information,0.000100,109.964800,600000,Common Stock,USA,Georgia
GFOX,GREY FOX HOLDINGS CORP,OTC Pink No Information,0.000100,37.803300,1000000,Common Stock,USA,Florida
GAWK,GAWK INC,OTC Pink No Information,0.000100,12.952000,11450000,Common Stock,USA,California
FLSR,FLASR INC NEW,OTC Pink No Information,0.000100,87.935100,15850395,Common Stock,USA,Georgia
BAYP,BAYPORT INTL HOLDGS,OTC Pink Limited,0.000010,8.813800,9510000,Common Stock,USA,Texas
